Devices
1000
,,Myon - Voltage,,,,,,,,,,,,,
Frame,Sub Frame,GC-M,TA,SOL,VM,VL,RF,BF,ST,GLUT-M,EO,Gracilis,GC-L,Semimembranosus
,,V,V,V,V,V,V,V,V,V,V,V,V,V
28,0,0.03479,0.0317383,0.0216675,-3.08929,0.0131226,0.00610352,-0.045166,0.00457764,0.0216675,1.47064,-0.0131226,0.0280762,0.0354004
28,1,0.0366211,-0.015564,0.0259399,-2.98645,0.0140381,-0.000610352,0.00305176,0.0115967,0.0405884,1.33484,-0.0265503,0.0775146,0.050354
28,2,0.045166,0.0631714,0.039978,-2.91992,0.0189209,-0.00183105,0.0115967,0.0216675,0.0354004,1.19263,0.0149536,0.0390625,0.0274658
28,3,-0.000915527,0.0448608,0.0305176,-2.86163,0.0143433,0.0234985,-0.0335693,0.0161743,0.0152588,1.04889,-0.0167847,0.0308228,-0.0186157
28,4,0.0219727,0.0311279,0.020752,-2.76215,-0.0137329,0.00579834,0.0219727,0.0201416,0.0180054,0.949097,-0.0320435,0.00854492,0.0296021
29,0,0.0317383,0.00488281,0.0549316,-2.68677,0.00671387,-0.027771,0.0280762,0.0201416,0.0244141,0.831909,-0.0341797,0.0369263,0.0445557
29,1,0.00213623,0.0366211,0.0384521,-2.60101,0.0134277,0.010376,0.00244141,0.0311279,0.0238037,0.752869,-0.0354004,0.0289917,0.0231934
29,2,0.0323486,0.0253296,0.0289917,-1.89453,-0.0332642,0.0241089,0.0100708,0.00732422,0.03479,0.674744,-0.03479,0.0354004,0.0189209
29,3,0.0283813,0.0354004,-0.00610352,-0.0521851,0.0302124,0.00732422,0.0183105,0.0119019,0.0140381,0.58136,-0.022583,0.0341797,0.0271606
29,4,0.00488281,0.0408936,0.032959,2.06085,0.0143433,0.0167847,-0.00457764,0.0283813,0.00823975,0.518188,-0.0305176,0.0421143,0.0238037
30,0,0.0204468,0.0289917,0.0198364,3.30933,0.0146484,0.0137329,0.0088501,0.015564,0.0213623,0.444031,-0.0253296,0.020752,0.027771
30,1,0.0231934,-0.0363159,0.0372314,3.31696,0.0796509,0.0131226,0.0152588,-0.0137329,0.0115967,0.375061,-0.0390625,0.0265503,0.0372314
30,2,0.0402832,0.0204468,0.0289917,3.32397,0.0247192,0.010376,0.0247192,0.0189209,0.0183105,0.328064,-0.0299072,0.0360107,0.0183105
30,3,0.0274658,0.0302124,0.0482178,3.31635,0.0262451,0.000610352,0.00518799,0.0204468,0.0164795,0.272217,-0.0250244,0.0375366,0.0167847
30,4,0.0274658,0.027771,0.0384521,3.30994,0.0518799,0.0140381,0.00274658,0.00671387,0.0311279,0.222473,-0.0363159,0.0305176,-0.00274658
31,0,0.0195312,0.0378418,0.0369263,3.31238,0.0457764,0.0244141,0.0164795,-0.0149536,0.0177002,0.206909,-0.0241089,0.0421143,0.0515747
31,1,0.0146484,0.0482178,0.0476074,3.18237,0.0167847,-0.00579834,-0.0341797,0.0119019,0.0244141,0.13031,-0.0354004,0.0466919,0.0949097
31,2,-0.0088501,0.0222778,0.0360107,2.20367,0.0326538,0.0115967,-0.000915527,0.0259399,0.0247192,0.105896,-0.0378418,0.0164795,0.0350952
31,3,-0.0143433,0.032959,0.0292969,0.384216,-0.0119019,0.0231934,0.0143433,0.022583,0.0244141,0.0802612,-0.0302124,0.0262451,0.0369263
31,4,0.0222778,0.0683594,0.0314331,-1.70624,0.00305176,0.03479,0.00213623,-0.00579834,0.0320435,0.0378418,-0.0622559,0.0219727,0.0476074
32,0,0.0186157,0.0506592,0.0323486,-3.13782,0.0366211,0.0195312,-0.00244141,0.0213623,0.0112915,0.0134277,-0.038147,0.0314331,0.0411987
32,1,0.0262451,0.0457764,0.0402832,-3.10883,0.0393677,0.0158691,-0.00610352,0.00823975,0.0222778,-0.03479,-0.0338745,0.0231934,0.0421143
32,2,0.0286865,0.0320435,0.0354004,-3.05176,-0.0140381,0.0100708,-0.00183105,0.0271606,0.0299072,-0.0259399,-0.0274658,0.03479,0.020752
32,3,0.027771,0.0402832,0.0332642,-3.0249,0.0631714,0.0140381,-0.0253296,0.00854492,0.0140381,-0.0939941,-0.0219727,0.0195312,0.0430298
32,4,0.0308228,0.0418091,0.0967407,-2.88849,0.0402832,0.0744629,0.00732422,0.0152588,0.0680542,-0.0592041,-0.0296021,0.0640869,0.038147
33,0,0.0222778,0.0289917,0.0436401,-2.82684,0.0152588,-0.0378418,0.0213623,0.00915527,-0.0375366,-0.0973511,-0.0250244,-0.0262451,0.0305176
33,1,0.0280762,0.0323486,0.0479126,-2.724,0.0341797,0.0219727,0.0137329,0.0109863,0.0646973,-0.11322,-0.0244141,0.0292969,0.0308228
33,2,0.0357056,0.0314331,0.0524902,-2.659,0.0161743,0.0750732,0.0119019,0.00793457,0.0491333,-0.135803,-0.0317383,0.0253296,0.0262451
